#Do not add/remove/switch place of any lines or columns!;;;;;;;;;;;;
#_POLICY_DEMOCRATIC_;1 – Authoritarian;2;3;4;5;6;7;8;9;10 - Democratic;x;
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_EXPERIENCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DIPLO_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_MAINTENANCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_REL_NORMALIZATION: applied each 6th day;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_STOCKPILES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_USE_BELLIGERENCE_FOR_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_BELLIGERENCE_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTELLIGENCE - used as extra spy level in distance calcs;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_ON_RELEASE;0;0;0;0;0;0;0;0;0;0;x;
MANUAL_OR_ BY_INFLUENCE _MOVES;0;(-1 – disable just manual slider moves, 0 – no slider moves are possible except by events, 1 – manual slider moves are allowed too, 2 – moves by Influence are allowed too)  ;;;;;;;;;x;
#;;;;;;;;;;;x;
#_POLICY_FREE_MARKET_;1 - Central Planning;2;3;4;5;6;7;8;9;10 - Free Market;x;
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x;
CAN_ADD_CLAIMS_TO_NEUTRALS;0;0;0;0;0;0;0;0;0;0;x;
CAN_DEMAND_CLAIMS;0;0;0;0;0;0;0;0;0;0;x;
CAN_BREAK_NAP;0;0;0;0;0;0;0;0;0;0;x;
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_ORG;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_DEMAND;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESEARCH_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PARTISAN_RISK;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TOTAL_IC;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_TO_MONEY;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESOURCE_PROD;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_NATIONAL_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_OCCUPIED_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_EXPERIENCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DIPLO_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_MAINTENANCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_REL_NORMALIZATION: applied each 6th day;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_STOCKPILES;0;-0.10;-0.20;-0.30;-0.40;-0.50;-0.60;-0.70;-0.80;-0.95;x;
MODIFIER_USE_BELLIGERENCE_FOR_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_BELLIGERENCE_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTELLIGENCE - used as extra spy level in distance calcs;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_ON_RELEASE;0;0;0;0;0;0;0;0;0;0;x;
MANUAL_OR_ BY_INFLUENCE _MOVES;0;(-1 – disable just manual slider moves, 0 – no slider moves are possible except by events, 1 – manual slider moves are allowed too, 2 – moves by Influence are allowed too)  ;;;;;;;;;x;
#;;;;;;;;;;;x;
#_POLICY_PROFESSIONAL_ARMY_;1 No Army - ;2;3;4;5;6;7;8;9;10 - Total Mobilisation;x;
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x;
CAN_ADD_CLAIMS_TO_NEUTRALS;0;0;0;0;0;0;0;0;0;0;x;
CAN_DEMAND_CLAIMS;0;0;0;0;0;0;0;0;0;0;x;
CAN_BREAK_NAP;0;0;0;0;0;0;0;0;0;0;x;
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_ORG;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_DEMAND;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESEARCH_TIME;0;0.01;0.02;0.03;0.04;0.05;0.07;0.10;0.20;0.30;x;Scientists/Creative class is among the last to be drafted
MODIFIER_PARTISAN_RISK;0;0;0;0;0;0;0;0;1;2;x;
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TOTAL_IC;0;-0.01;-0.02;-0.03;-0.04;-0.05;-0.10;-0.20;-0.25;-0.30;x;Equal IC drop and resource production drop
MODIFIER_CG_TO_MONEY;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESOURCE_PROD;0;-0.01;-0.02;-0.03;-0.04;-0.05;-0.10;-0.20;-0.25;-0.30;x;Equal IC drop and resource production drop
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_NATIONAL_DISSENT;0;0;0;0;0;0;0.10;0.50;1.50;3.00;x;
MODIFIER_OCCUPIED_DISSENT;0;0;0;0;0;0;0;0.10;2.00;5.00;x;
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_EXPERIENCE;0.09;0.08;0.07;0.06;0.05;0.04;0.03;0.02;0.01;0;x;Quality of manpower decreases with mobilization level
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DIPLO_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_MAINTENANCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_REL_NORMALIZATION: applied each 6th day;0.6;0.5;0.4;0.3;0.2;0.1;0;0;0;0;x;
MODIFIER_STOCKPILES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_USE_BELLIGERENCE_FOR_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_BELLIGERENCE_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTELLIGENCE - used as extra spy level in distance calcs;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_ON_RELEASE;0;0;0;0;0;0;0;0;0;0;x;
MANUAL_OR_ BY_INFLUENCE _MOVES;0;(-1 – disable just manual slider moves, 0 – no slider moves are possible except by events, 1 – manual slider moves are allowed too, 2 – moves by Influence are allowed too)  ;;;;;;;;;x;
#;;;;;;;;;;;x;
#_POLICY_DEFENSE_LOBBY_;1 - Civilian Economy;2;3;4;5;6;7;8;9;10 - War Economy;x;
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x;
CAN_ADD_CLAIMS_TO_NEUTRALS;0;0;0;0;0;0;0;0;0;0;x;
CAN_DEMAND_CLAIMS;0;0;0;0;0;0;0;0;0;0;x;
CAN_BREAK_NAP;0;0;0;0;0;0;0;0;0;0;x;
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_ORG;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_DEMAND;6.750;6.000;5.250;4.500;3.750;3.000;2.250;1.500;0.750;0;x;
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESEARCH_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PARTISAN_RISK;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TOTAL_IC;0;0.005;0.010;0.015;0.025;0.040;0.060;0.085;0.115;0.150;x;
MODIFIER_CG_TO_MONEY;-0.871;-0.857;-0.840;-0.818;-0.789;-0.750;-0.692;-0.600;-0.429;0.000;x;
MODIFIER_RESOURCE_PROD;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_NATIONAL_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_OCCUPIED_DISSENT;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_EXPERIENCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DIPLO_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_MAINTENANCE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_REL_NORMALIZATION: applied each 6th day;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_STOCKPILES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_USE_BELLIGERENCE_FOR_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_BELLIGERENCE_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTELLIGENCE - used as extra spy level in distance calcs;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_ON_RELEASE;0;0;0;0;0;0;0;0;0;0;x;
MANUAL_OR_ BY_INFLUENCE _MOVES;0;(-1 – disable just manual slider moves, 0 – no slider moves are possible except by events, 1 – manual slider moves are allowed too, 2 – moves by Influence are allowed too)  ;;;;;;;;;x;
#;;;;;;;;;;;x;
#_POLICY_INTERVENTIONISM_;1 - Pacifist;2;3;4;5;6;7;8;9;10 - Militarist;x;
CAN_ALLY_WHILE_AT_PEACE;0;0;0;0;0;0;0;0;0;0;x;
CAN_ADD_CLAIMS_TO_NEUTRALS;0;0;0;0;0;0;0;0;0;0;x;
CAN_DEMAND_CLAIMS;0;0;0;0;0;0;0;0;0;0;x;
CAN_BREAK_NAP;0;0;0;0;0;0;0;0;0;0;x;
CAN_GUARANTEE;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_ORG;0;0.02;0.04;0.06;0.08;0.10;0.12;0.14;0.16;0.18;x;
MODIFIER_GEARING_BONUS;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_CG_DEMAND;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DISSENT_SPEED;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_UPGRADE_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TECH_TEAM_SALARIES;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESEARCH_TIME;0;-0.01;-0.02;-0.03;-0.04;-0.05;-0.06;-0.07;-0.08;-0.09;x;
MODIFIER_PARTISAN_RISK;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DOW_DISSENT_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_TOTAL_IC;0;-0.005;-0.01;-0.015;-0.02;-0.025;-0.03;-0.035;-0.04;-0.045;x;
MODIFIER_CG_TO_MONEY;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_RESOURCE_PROD;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_TIME;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_PRODUCTION_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_NATIONAL_DISSENT;0;-0.013;-0.025;-0.038;-0.050;-0.063;-0.075;-0.088;-0.100;-0.113;x;
MODIFIER_OCCUPIED_DISSENT;0;0.025;0.050;0.075;0.100;0.125;0.150;0.175;0.200;0.225;x;
MODIFIER_COUNTER_INTEL - used for units detection;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_MP_EXPERIENCE;0;0.05;0.10;0.15;0.20;0.25;0.30;0.35;0.40;0.45;x;
MODIFIER_MP_GROWTH;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_DIPLO_COST;0;0.05;0.10;0.15;0.20;0.25;0.30;0.35;0.40;0.45;x;
MODIFIER_INTEL_COST;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_INTEL_MAINTENANCE;0;-0.01;-0.02;-0.03;-0.04;-0.05;-0.06;-0.07;-0.08;-0.09;x;
MODIFIER_REL_NORMALIZATION: applied each 6th day;0;-0.05;-0.10;-0.15;-0.20;-0.25;-0.30;-0.35;-0.40;-0.45;x;
MODIFIER_STOCKPILES;0;0.02;0.04;0.06;0.08;0.10;0.12;0.14;0.16;0.18;x;
MODIFIER_USE_BELLIGERENCE_FOR_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_BELLIGERENCE_DOW;180;160;140;120;100;80;60;40;20;0;x;
MODIFIER_RELATIONSHIPS_DOW;0;0;0;0;0;0;0;0;0;0;x;
MODIFIER_COUNTERINTELLIGENCE - added to home intell;0;0.5;1;1.5;2;2.5;3;3.5;4;4.5;x;
MODIFIER_INTELLIGENCE - used as extra spy level in distance calcs;0;0.15;0.3;0.45;0.5;0.75;0.9;1.15;1.3;1.45;x;
MODIFIER_DISSENT_ON_RELEASE;0;0;0;0;0;0;0;0;0;0;x;
MANUAL_OR_ BY_INFLUENCE _MOVES;0;(-1 – disable just manual slider moves, 0 – no slider moves are possible except by events, 1 – manual slider moves are allowed too, 2 – moves by Influence are allowed too)  ;;;;;;;;;x;
#;;;;;;;;;;;x;
200;MODIFIER_RELATIONSHIPS_DOW - Starting value;;;;;;;;;;x;
#EOF;;;;;;;;;;;x;
#EOF;;;;;;;;;;;x;
